stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
1.0,1.0,2.0,2.0,8.0,405.0,429.0,4.0,442.0,463.0,,,,,,,16.0,16.0,,,834.0,905.0,,,0.0,0.0,,,0.0,1.0,,,0.0,1.0,0.0,0.0,1.0,1.0,,
2.0,1.0,1.0,1.0,,,,20.0,571.0,567.0,8.0,593.0,574.0,620.0,612.0,17.0,,51.0,51.0,51.0,,1138.0,1167.0,1232.0,,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,8.0,439.0,459.0,,,,,,,,,,68.0,,,,898.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,,,
2.0,1.0,1.0,2.0,,,,2.0,475.0,477.0,22.0,542.0,545.0,,,,,39.0,39.0,,,952.0,1087.0,,,0.0,0.0,,,1.0,1.0,,1.0,0.0,0.0,1.0,,0.0,1.0,
1.0,2.0,2.0,2.0,12.0,400.0,399.0,,,,,,,,,,2.0,,,,799.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,1.0,2.0,2.0,,,,5.0,428.0,470.0,,,,,,,,28.0,,,,898.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,0.0,,1.0,,
1.0,1.0,2.0,2.0,11.0,405.0,463.0,11.0,434.0,493.0,,,,,,,49.0,49.0,,,868.0,927.0,,,0.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
1.0,1.0,2.0,2.0,11.0,,,6.0,505.0,567.0,,,,,,,51.0,51.0,,,,1072.0,,,0.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,1.0,2.0,2.0,8.0,,,6.0,483.0,553.0,,,,,,,8.0,8.0,,,,1036.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,1.0,1.0,1.0,,,,16.0,579.0,578.0,25.0,684.0,659.0,647.0,684.0,37.0,,11.0,11.0,11.0,,1157.0,1343.0,1331.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,1.0,1.0,2.0,,,,2.0,514.0,520.0,16.0,573.0,565.0,,,,,1.0,77.0,,,1034.0,1138.0,,,0.0,0.0,,,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,1.0,
1.0,1.0,1.0,1.0,8.0,436.0,478.0,10.0,501.0,557.0,19.0,584.0,570.0,606.0,606.0,16.0,9.0,9.0,9.0,9.0,914.0,1058.0,1154.0,1212.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,2.0,416.0,468.0,11.0,492.0,495.0,6.0,545.0,561.0,608.0,622.0,7.0,57.0,57.0,57.0,57.0,884.0,987.0,1106.0,1230.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,11.0,457.0,500.0,25.0,,,,,4.0,,11.0,11.0,11.0,,957.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,22.0,599.0,587.0,599.0,608.0,15.0,,,4.0,4.0,,,1186.0,1207.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,12.0,550.0,557.0,583.0,546.0,7.0,,,44.0,44.0,,,1107.0,1129.0,,,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0
2.0,1.0,1.0,1.0,,,,6.0,466.0,505.0,21.0,515.0,522.0,,,32.0,,51.0,51.0,51.0,,971.0,1037.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,8.0,414.0,489.0,8.0,468.0,545.0,22.0,643.0,699.0,629.0,648.0,15.0,4.0,4.0,4.0,4.0,903.0,1013.0,1342.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,13.0,418.0,489.0,11.0,466.0,526.0,13.0,541.0,572.0,620.0,620.0,17.0,55.0,55.0,55.0,55.0,907.0,992.0,1113.0,1240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,12.0,447.0,536.0,7.0,571.0,578.0,18.0,627.0,607.0,661.0,614.0,12.0,63.0,63.0,63.0,63.0,983.0,1149.0,1234.0,1275.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,9.0,497.0,559.0,11.0,604.0,578.0,,,,,,,49.0,49.0,,,1056.0,1182.0,,,0.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
2.0,2.0,1.0,1.0,,,,,,,12.0,608.0,577.0,633.0,639.0,19.0,,,17.0,17.0,,,1185.0,1272.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,1.0
2.0,1.0,2.0,2.0,,,,23.0,558.0,562.0,,,,,,,,21.0,,,,1120.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,0.0,,
2.0,1.0,1.0,1.0,,,,0.0,564.0,510.0,9.0,550.0,541.0,,,8.0,,5.0,5.0,5.0,,1074.0,1091.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
1.0,1.0,2.0,2.0,3.0,397.0,439.0,21.0,454.0,456.0,,,,,,,56.0,56.0,,,836.0,910.0,,,1.0,1.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
1.0,2.0,1.0,1.0,24.0,437.0,547.0,,,,8.0,514.0,525.0,547.0,541.0,18.0,44.0,,44.0,44.0,984.0,,1039.0,1088.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,647.0,711.0,11.0,,,,23.0,,,,1358.0,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,1.0,1.0,1.0,8.0,436.0,439.0,12.0,,515.0,14.0,,,,559.0,1.0,70.0,70.0,70.0,70.0,875.0,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,427.0,468.0,4.0,468.0,515.0,4.0,,,585.0,583.0,7.0,20.0,20.0,20.0,20.0,895.0,983.0,,1168.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,15.0,541.0,538.0,575.0,588.0,13.0,,,49.0,49.0,,,1079.0,1163.0,,,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,2.0,2.0,2.0,11.0,472.0,547.0,,,,,,,,,,61.0,,,,1019.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,1.0,1.0,1.0,14.0,468.0,520.0,0.0,,572.0,18.0,,,,678.0,14.0,70.0,70.0,70.0,70.0,988.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,17.0,614.0,611.0,620.0,634.0,5.0,,,51.0,51.0,,,1225.0,1254.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,604.0,659.0,33.0,,,,32.0,,,,1263.0,,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,,,,1.0
2.0,2.0,1.0,1.0,,,,,,,18.0,552.0,526.0,606.0,596.0,19.0,,,21.0,21.0,,,1078.0,1202.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0
2.0,1.0,1.0,1.0,,,,13.0,505.0,567.0,20.0,622.0,596.0,644.0,645.0,19.0,,74.0,74.0,74.0,,1072.0,1218.0,1289.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,18.0,564.0,507.0,4.0,588.0,603.0,600.0,570.0,19.0,,41.0,41.0,41.0,,1071.0,1191.0,1170.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,527.0,535.0,25.0,,,,21.0,,,,1062.0,,,,0.0,,,,1.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,1.0,1.0,1.0,14.0,450.0,536.0,9.0,548.0,627.0,19.0,631.0,659.0,702.0,651.0,11.0,74.0,74.0,74.0,74.0,986.0,1175.0,1290.0,1353.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,7.0,,,,,,,,,,,,54.0,,,,,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,1.0,4.0,431.0,463.0,8.0,564.0,515.0,34.0,596.0,577.0,644.0,618.0,10.0,62.0,62.0,62.0,62.0,894.0,1079.0,1173.0,1262.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,2.0,2.0,17.0,400.0,444.0,7.0,453.0,472.0,,,,,,,2.0,2.0,,,844.0,925.0,,,0.0,0.0,,,1.0,1.0,,,0.0,1.0,0.0,1.0,1.0,0.0,,
2.0,1.0,1.0,1.0,,,,27.0,540.0,493.0,7.0,571.0,540.0,,,21.0,,22.0,22.0,15.0,,1033.0,1111.0,,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
2.0,1.0,1.0,1.0,,,,6.0,469.0,518.0,9.0,517.0,584.0,580.0,576.0,26.0,,22.0,22.0,22.0,,987.0,1101.0,1156.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,633.0,614.0,,,,,24.0,,,,1247.0,,,,0.0,,,,1.0,0.0,1.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,9.0,419.0,454.0,2.0,536.0,518.0,12.0,575.0,603.0,582.0,594.0,5.0,1.0,1.0,1.0,1.0,873.0,1054.0,1178.0,1176.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,7.0,391.0,365.0,3.0,,,,,,,,,56.0,56.0,,,756.0,,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,1.0,2.0,1.0,0.0,434.0,489.0,4.0,487.0,502.0,,,,570.0,591.0,20.0,23.0,23.0,,23.0,923.0,989.0,,1161.0,1.0,1.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0
1.0,1.0,1.0,2.0,6.0,436.0,478.0,13.0,519.0,535.0,14.0,,,,,,69.0,69.0,69.0,,914.0,1054.0,,,1.0,1.0,1.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,13.0,442.0,454.0,10.0,590.0,526.0,27.0,669.0,582.0,626.0,629.0,19.0,67.0,67.0,67.0,67.0,896.0,1116.0,1251.0,1255.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,2.0,2.0,11.0,437.0,547.0,20.0,524.0,526.0,,,,,,,37.0,37.0,,,984.0,1050.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,1.0,1.0,1.0,8.0,451.0,513.0,6.0,571.0,549.0,9.0,618.0,574.0,631.0,648.0,19.0,58.0,58.0,58.0,58.0,964.0,1120.0,1192.0,1279.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,7.0,480.0,538.0,17.0,564.0,561.0,626.0,626.0,32.0,,51.0,51.0,51.0,,1018.0,1125.0,1252.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0
2.0,1.0,1.0,2.0,,,,9.0,527.0,535.0,18.0,627.0,611.0,,,,,25.0,25.0,,,1062.0,1238.0,,,0.0,0.0,,,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,
2.0,2.0,1.0,2.0,,,,,,,21.0,559.0,577.0,,,,,,51.0,,,,1136.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,,,14.0,,,,60.0,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,2.0,2.0,2.0,8.0,411.0,412.0,,,,,,,,,,5.0,,,,823.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,2.0,13.0,,,10.0,474.0,549.0,27.0,579.0,579.0,,,,67.0,67.0,67.0,,,1023.0,1158.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,
1.0,2.0,2.0,2.0,11.0,,489.0,,,,,,,,,,37.0,,,,,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,1.0,433.0,463.0,0.0,480.0,515.0,20.0,559.0,584.0,575.0,591.0,28.0,76.0,77.0,77.0,77.0,896.0,995.0,1143.0,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,1.0,2.0,2.0,,,,0.0,,,,,,,,,,70.0,,,,,,,,0.0,,,,0.0,,,,,,,,1.0,,
1.0,1.0,1.0,1.0,5.0,451.0,473.0,2.0,548.0,549.0,13.0,599.0,639.0,,,31.0,29.0,29.0,29.0,29.0,924.0,1097.0,1238.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,9.0,,,618.0,612.0,15.0,,,52.0,52.0,,,,1230.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,9.0,575.0,632.0,610.0,636.0,16.0,,,12.0,12.0,,,1207.0,1246.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,0.0
1.0,1.0,1.0,1.0,12.0,522.0,536.0,8.0,604.0,676.0,10.0,659.0,659.0,675.0,667.0,13.0,72.0,72.0,72.0,72.0,1058.0,1280.0,1318.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,6.0,402.0,449.0,19.0,487.0,523.0,12.0,527.0,565.0,535.0,586.0,3.0,39.0,39.0,39.0,39.0,851.0,1010.0,1092.0,1121.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,0.0,533.0,535.0,3.0,569.0,579.0,604.0,612.0,11.0,,58.0,58.0,58.0,,1068.0,1148.0,1216.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,13.0,408.0,423.0,,,,,,,,,,55.0,,,,831.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,602.0,582.0,2.0,,,,29.0,,,,1184.0,,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,,,36.0,,,,74.0,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,0.0,,,,
2.0,1.0,1.0,1.0,,,,3.0,483.0,507.0,14.0,569.0,570.0,595.0,577.0,19.0,,22.0,22.0,22.0,,990.0,1139.0,1172.0,,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,15.0,614.0,559.0,600.0,626.0,9.0,,,63.0,63.0,,,1173.0,1226.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,2.0,1.0,2.0,,,,,,,14.0,,,,,,,,11.0,,,,,,,,1.0,,,,0.0,,1.0,0.0,0.0,0.0,,,1.0,
1.0,2.0,2.0,2.0,8.0,386.0,405.0,,,,,,,,,,16.0,,,,791.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,2.0,2.0,13.0,411.0,444.0,0.0,453.0,493.0,,,,,,,66.0,66.0,,,855.0,946.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,1.0,,
1.0,1.0,2.0,2.0,16.0,465.0,626.0,3.0,579.0,567.0,,,,,,,41.0,41.0,,,1091.0,1146.0,,,0.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,2.0,1.0,1.0,12.0,433.0,468.0,,,,5.0,573.0,572.0,602.0,610.0,5.0,46.0,,43.0,43.0,901.0,,1145.0,1212.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0
1.0,1.0,1.0,1.0,12.0,,,16.0,485.0,529.0,18.0,588.0,590.0,614.0,663.0,12.0,79.0,79.0,79.0,79.0,,1014.0,1178.0,1277.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,11.0,411.0,423.0,,,,,,,,,,18.0,,,,834.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,1.0,2.0,2.0,12.0,403.0,434.0,21.0,474.0,474.0,,,,,,,63.0,63.0,,,837.0,948.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,1.0,1.0,,
1.0,2.0,2.0,2.0,5.0,382.0,375.0,,,,,,,,,,28.0,,,,757.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,1.0,2.0,2.0,14.0,,,4.0,564.0,538.0,,,,,,,21.0,21.0,,,,1102.0,,,1.0,1.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,
1.0,2.0,2.0,2.0,12.0,447.0,506.0,,,,,,,,,,15.0,,,,953.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,,,
1.0,1.0,1.0,1.0,17.0,414.0,463.0,7.0,536.0,515.0,12.0,604.0,565.0,618.0,614.0,19.0,2.0,2.0,2.0,2.0,877.0,1051.0,1169.0,1232.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,2.0,2.0,,,,11.0,507.0,518.0,,,,,,,,49.0,,,,1025.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,0.0,,0.0,,
2.0,2.0,1.0,2.0,,,,,,,11.0,,,,,,,,22.0,,,,,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,670.0,659.0,15.0,,,,52.0,,,,1329.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
1.0,1.0,2.0,2.0,1.0,416.0,473.0,12.0,501.0,532.0,,,,,,,60.0,60.0,,,889.0,1033.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,1.0,,
2.0,1.0,1.0,1.0,,,,31.0,,,13.0,518.0,615.0,,,7.0,,71.0,72.0,72.0,,,1133.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0
1.0,2.0,2.0,2.0,3.0,403.0,484.0,,,,,,,,,,42.0,,,,887.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,2.0,16.0,565.0,528.0,18.0,604.0,545.0,4.0,631.0,639.0,,,,41.0,41.0,41.0,,1093.0,1149.0,1270.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2.0,1.0,2.0,2.0,,,,27.0,,,,,,,,,,19.0,,,,,,,,0.0,,,,1.0,,,,,,,,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,552.0,574.0,11.0,,,,23.0,,,,1126.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,1.0
2.0,2.0,1.0,1.0,,,,,,,28.0,582.0,584.0,,,1.0,,,48.0,48.0,,,1166.0,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,16.0,445.0,500.0,14.0,571.0,592.0,16.0,643.0,648.0,624.0,624.0,9.0,51.0,51.0,51.0,51.0,945.0,1163.0,1291.0,1248.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,5.0,,,,,,,,,,,,21.0,,,,,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,0.0,,,
1.0,2.0,2.0,2.0,12.0,431.0,506.0,,,,,,,,,,20.0,,,,937.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,1.0,1.0,,,,,,,12.0,571.0,518.0,550.0,546.0,31.0,,,48.0,48.0,,,1089.0,1096.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0
1.0,1.0,1.0,1.0,13.0,425.0,429.0,11.0,472.0,486.0,13.0,555.0,530.0,554.0,580.0,17.0,55.0,55.0,55.0,55.0,854.0,958.0,1085.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,5.0,443.0,536.0,,,,,,,,,,21.0,,,,979.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,1.0,,,
2.0,1.0,2.0,2.0,,,,11.0,553.0,484.0,,,,,,,,57.0,,,,1037.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,0.0,,0.0,,
1.0,1.0,1.0,1.0,8.0,421.0,528.0,13.0,533.0,562.0,20.0,596.0,599.0,633.0,634.0,19.0,74.0,74.0,74.0,74.0,949.0,1095.0,1195.0,1267.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,6.0,492.0,576.0,7.0,604.0,584.0,10.0,650.0,603.0,636.0,601.0,18.0,72.0,72.0,72.0,72.0,1068.0,1188.0,1253.0,1237.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0
1.0,1.0,1.0,1.0,5.0,407.0,449.0,12.0,459.0,444.0,2.0,509.0,510.0,552.0,564.0,1.0,47.0,47.0,47.0,47.0,856.0,903.0,1019.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,4.0,439.0,506.0,,,,,,,,,,39.0,,,,945.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
2.0,1.0,1.0,1.0,,,,1.0,456.0,542.0,8.0,552.0,568.0,582.0,597.0,19.0,,73.0,73.0,73.0,,998.0,1120.0,1179.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
2.0,1.0,1.0,2.0,,,,13.0,,,15.0,669.0,584.0,,,,,7.0,7.0,,,,1253.0,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,
1.0,2.0,2.0,2.0,11.0,416.0,459.0,,,,,,,,,,37.0,,,,875.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,587.0,564.0,8.0,,,,5.0,,,,1151.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,1.0,1.0,,,,10.0,524.0,538.0,27.0,575.0,561.0,590.0,614.0,19.0,,67.0,67.0,67.0,,1062.0,1136.0,1204.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
2.0,1.0,1.0,1.0,,,,2.0,558.0,572.0,29.0,,,618.0,622.0,11.0,,56.0,56.0,56.0,,1130.0,,1240.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,8.0,398.0,429.0,,,,,,,,,,66.0,,,,827.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,2.0,1.0,1.0,,,,,,,16.0,523.0,535.0,570.0,559.0,11.0,,,16.0,16.0,,,1058.0,1129.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0
1.0,2.0,1.0,2.0,8.0,419.0,439.0,,,,9.0,552.0,548.0,,,,5.0,,5.0,,858.0,,1100.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,,1.0,
2.0,1.0,1.0,1.0,,,,21.0,503.0,520.0,4.0,582.0,593.0,600.0,594.0,18.0,,25.0,25.0,25.0,,1023.0,1175.0,1194.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,573.0,597.0,14.0,,,,60.0,,,,1170.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,1.0
1.0,2.0,2.0,2.0,13.0,402.0,412.0,,,,,,,,,,74.0,,,,814.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
